Year,Month,DayofWeek,HourRange,CountofCollisions,NoofFatalities,CountofInjuryCollsn,CountOfPedestrianCollsn,CountofFatalityCollsn
2014,November,Saturday,Night,64,0,7,4,0
2014,November,Sunday,Early Afternoon,159,0,27,6,0
2014,November,Sunday,Early Morning,30,1,4,0,1
2014,November,Sunday,Evening,127,0,18,7,0
2014,November,Sunday,Late Afternoon,154,0,31,4,0
2014,November,Sunday,Late Night,45,0,11,1,0
2014,November,Sunday,Mid Morning,82,0,13,7,0
2014,November,Sunday,Morning Rush,23,0,3,0,0
2014,November,Sunday,Night,29,0,7,2,0
2014,November,Thursday,Early Afternoon,117,3,15,5,1
2014,November,Thursday,Early Morning,10,0,2,0,0
2014,November,Thursday,Evening,138,0,14,4,0
2014,November,Thursday,Late Afternoon,202,0,29,9,0
2014,November,Thursday,Late Night,11,0,2,0,0
2014,November,Thursday,Mid Morning,150,0,12,5,0
2014,November,Thursday,Morning Rush,116,0,15,4,0
2014,November,Thursday,Night,60,0,19,7,0
2014,November,Tuesday,Early Afternoon,149,0,24,2,0
2014,November,Tuesday,Early Morning,5,0,2,0,0
2014,November,Tuesday,Evening,153,0,25,12,0
2014,November,Tuesday,Late Afternoon,187,0,27,12,0
2014,November,Tuesday,Late Night,18,0,6,1,0
2014,November,Tuesday,Mid Morning,144,0,15,5,0
2014,November,Tuesday,Morning Rush,125,1,21,7,1
2014,November,Tuesday,Night,46,0,8,2,0
2014,November,Wednesday,Early Afternoon,146,0,14,2,0
2014,November,Wednesday,Early Morning,9,0,2,1,0
2014,November,Wednesday,Evening,177,0,20,3,0
2014,November,Wednesday,Late Afternoon,360,0,35,4,0
2014,November,Wednesday,Late Night,8,0,1,0,0
2014,November,Wednesday,Mid Morning,105,0,12,2,0
2014,November,Wednesday,Morning Rush,110,0,17,8,0
2014,November,Wednesday,Night,34,0,6,0,0
2014,October,Friday,Early Afternoon,198,0,23,7,0
2014,October,Friday,Early Morning,9,0,5,1,0
2014,October,Friday,Evening,199,0,34,11,0
2014,October,Friday,Late Afternoon,323,0,39,9,0
2014,October,Friday,Late Night,18,0,3,0,0
2014,October,Friday,Mid Morning,166,0,21,9,0
2014,October,Friday,Morning Rush,128,0,16,7,0
2014,October,Friday,Night,98,0,20,10,0
2014,October,Monday,Early Afternoon,112,0,14,1,0
2014,October,Monday,Early Morning,9,0,1,0,0
2014,October,Monday,Evening,109,0,21,7,0
2014,October,Monday,Late Afternoon,143,0,19,4,0
2014,October,Monday,Late Night,16,0,3,0,0
2014,October,Monday,Mid Morning,138,0,11,3,0
2014,October,Monday,Morning Rush,115,0,18,5,0
2014,October,Monday,Night,38,0,8,0,0
2014,October,Saturday,Early Afternoon,161,0,21,4,0
2014,October,Saturday,Early Morning,14,0,0,0,0
2014,October,Saturday,Evening,96,0,18,3,0
2014,October,Saturday,Late Afternoon,145,0,23,4,0
2014,October,Saturday,Late Night,43,0,12,1,0
2014,October,Saturday,Mid Morning,106,1,16,5,1
2014,October,Saturday,Morning Rush,40,0,7,2,0
2014,October,Saturday,Night,57,0,12,2,0
2014,October,Sunday,Early Afternoon,109,0,11,5,0
2014,October,Sunday,Early Morning,15,0,3,1,0
2014,October,Sunday,Evening,62,0,11,3,0
2014,October,Sunday,Late Afternoon,110,0,8,2,0
2014,October,Sunday,Late Night,27,0,4,1,0
2014,October,Sunday,Mid Morning,63,0,11,1,0
2014,October,Sunday,Morning Rush,13,0,2,0,0
2014,October,Sunday,Night,34,0,8,2,0
2014,October,Thursday,Early Afternoon,168,1,20,4,1
2014,October,Thursday,Early Morning,5,0,2,0,0
2014,October,Thursday,Evening,194,1,34,11,1
2014,October,Thursday,Late Afternoon,254,1,37,8,1
2014,October,Thursday,Late Night,12,0,3,0,0
2014,October,Thursday,Mid Morning,144,0,13,4,0
2014,October,Thursday,Morning Rush,164,0,27,10,0
2014,October,Thursday,Night,64,0,14,2,0
2014,October,Tuesday,Early Afternoon,187,0,27,4,0
2014,October,Tuesday,Early Morning,6,0,2,1,0
2014,October,Tuesday,Evening,180,0,27,10,0
2014,October,Tuesday,Late Afternoon,217,1,32,8,1
2014,October,Tuesday,Late Night,13,0,2,1,0
2014,October,Tuesday,Mid Morning,135,0,11,6,0
2014,October,Tuesday,Morning Rush,138,0,20,6,0
2014,October,Tuesday,Night,49,0,11,4,0
2014,October,Wednesday,Early Afternoon,185,0,20,7,0
2014,October,Wednesday,Early Morning,3,0,0,0,0
2014,October,Wednesday,Evening,150,0,28,10,0
2014,October,Wednesday,Late Afternoon,234,1,30,5,1
2014,October,Wednesday,Late Night,17,0,4,0,0
2014,October,Wednesday,Mid Morning,166,0,20,3,0
2014,October,Wednesday,Morning Rush,141,0,22,7,0
2014,October,Wednesday,Night,61,0,9,3,0
2014,September,Friday,Early Afternoon,142,0,19,4,0
2014,September,Friday,Early Morning,3,0,2,0,0
2014,September,Friday,Evening,146,0,23,4,0
2014,September,Friday,Late Afternoon,244,0,30,3,0
2014,September,Friday,Late Night,10,0,2,1,0
2014,September,Friday,Mid Morning,137,0,18,5,0
2014,September,Friday,Morning Rush,74,0,14,5,0
2014,September,Friday,Night,80,0,15,7,0
2014,September,Monday,Early Afternoon,163,0,21,3,0
2014,September,Monday,Early Morning,3,0,1,0,0
2014,September,Monday,Evening,112,1,22,6,1
2014,September,Monday,Late Afternoon,225,0,34,7,0
2014,September,Monday,Late Night,12,1,0,1,1
2014,September,Monday,Mid Morning,145,0,20,5,0
2014,September,Monday,Morning Rush,140,0,16,2,0
2014,September,Monday,Night,36,0,7,3,0
2014,September,Saturday,Early Afternoon,185,0,19,3,0
2014,September,Saturday,Early Morning,20,0,5,0,0
2014,September,Saturday,Evening,106,0,19,9,0
2014,September,Saturday,Late Afternoon,144,0,27,3,0
2014,September,Saturday,Late Night,35,0,4,2,0
2014,September,Saturday,Mid Morning,112,0,12,3,0
2014,September,Saturday,Morning Rush,39,0,5,0,0
2014,September,Saturday,Night,56,0,7,1,0
2014,September,Sunday,Early Afternoon,142,0,14,1,0
2014,September,Sunday,Early Morning,14,0,3,1,0
2014,September,Sunday,Evening,72,0,10,1,0
2014,September,Sunday,Late Afternoon,105,0,18,3,0
2014,September,Sunday,Late Night,43,0,9,1,0
2014,September,Sunday,Mid Morning,69,0,11,2,0
2014,September,Sunday,Morning Rush,29,0,5,2,0
2014,September,Sunday,Night,43,0,7,2,0
2014,September,Thursday,Early Afternoon,143,0,18,2,0
2014,September,Thursday,Early Morning,8,0,2,0,0
2014,September,Thursday,Evening,107,1,18,4,1
2014,September,Thursday,Late Afternoon,219,0,33,5,0
2014,September,Thursday,Late Night,11,0,2,0,0
2014,September,Thursday,Mid Morning,129,0,18,8,0
2014,September,Thursday,Morning Rush,103,0,22,5,0
2014,September,Thursday,Night,43,0,9,1,0
2014,September,Tuesday,Early Afternoon,197,0,41,4,0
2014,September,Tuesday,Early Morning,9,0,0,0,0
2014,September,Tuesday,Evening,116,0,11,2,0
2014,September,Tuesday,Late Afternoon,260,1,44,8,1
2014,September,Tuesday,Late Night,13,0,2,0,0
2014,September,Tuesday,Mid Morning,200,0,30,7,0
2014,September,Tuesday,Morning Rush,134,0,22,1,0
2014,September,Tuesday,Night,55,0,7,1,0
2014,September,Wednesday,Early Afternoon,136,0,22,8,0
2014,September,Wednesday,Early Morning,7,0,0,0,0
2014,September,Wednesday,Evening,136,0,27,6,0
2014,September,Wednesday,Late Afternoon,206,0,32,10,0
2014,September,Wednesday,Late Night,7,0,1,0,0
2014,September,Wednesday,Mid Morning,147,0,21,1,0
2014,September,Wednesday,Morning Rush,134,1,23,2,1
2014,September,Wednesday,Night,47,0,8,3,0
2015,April,Friday,Early Afternoon,137,0,15,3,0
2015,April,Friday,Early Morning,9,0,3,1,0
2015,April,Friday,Evening,92,0,18,2,0
2015,April,Friday,Late Afternoon,176,0,24,1,0
2015,April,Friday,Late Night,17,0,6,1,0
2015,April,Friday,Mid Morning,98,0,15,5,0
2015,April,Friday,Morning Rush,80,0,9,2,0
2015,April,Friday,Night,66,0,6,1,0
2015,April,Monday,Early Afternoon,102,1,19,6,1
2015,April,Monday,Early Morning,9,0,0,0,0
2015,April,Monday,Evening,88,0,13,5,0
2015,April,Monday,Late Afternoon,161,1,22,3,1
2015,April,Monday,Late Night,17,0,3,0,0
2015,April,Monday,Mid Morning,111,0,20,6,0
2015,April,Monday,Morning Rush,88,0,10,3,0
2015,April,Monday,Night,35,0,10,0,0
2015,April,Saturday,Early Afternoon,171,0,14,3,0
2015,April,Saturday,Early Morning,12,0,2,0,0
2015,April,Saturday,Evening,92,0,10,3,0
2015,April,Saturday,Late Afternoon,179,0,26,2,0
2015,April,Saturday,Late Night,29,0,6,1,0
2015,April,Saturday,Mid Morning,120,0,14,1,0
2015,April,Saturday,Morning Rush,28,1,7,1,1
2015,April,Saturday,Night,51,0,10,4,0
2015,April,Sunday,Early Afternoon,132,0,17,2,0
2015,April,Sunday,Early Morning,21,0,3,0,0
2015,April,Sunday,Evening,49,0,10,1,0
2015,April,Sunday,Late Afternoon,104,0,21,2,0
2015,April,Sunday,Late Night,28,0,5,2,0
2015,April,Sunday,Mid Morning,81,0,18,3,0
2015,April,Sunday,Morning Rush,14,0,3,0,0
2015,April,Sunday,Night,32,0,2,2,0
2015,April,Thursday,Early Afternoon,162,0,21,7,0
2015,April,Thursday,Early Morning,12,0,0,0,0
2015,April,Thursday,Evening,138,0,30,8,0
2015,April,Thursday,Late Afternoon,252,0,42,7,0
2015,April,Thursday,Late Night,14,0,1,0,0
2015,April,Thursday,Mid Morning,156,0,21,3,0
2015,April,Thursday,Morning Rush,132,0,19,4,0
2015,April,Thursday,Night,56,0,9,4,0
2015,April,Tuesday,Early Afternoon,142,0,17,4,0
2015,April,Tuesday,Early Morning,9,0,3,0,0
2015,April,Tuesday,Evening,94,0,13,3,0
2015,April,Tuesday,Late Afternoon,182,0,31,2,0
2015,April,Tuesday,Late Night,9,0,0,0,0
2015,April,Tuesday,Mid Morning,146,0,25,2,0
2015,April,Tuesday,Morning Rush,108,0,15,2,0
2015,April,Tuesday,Night,40,0,12,3,0
2015,April,Wednesday,Early Afternoon,173,0,26,5,0
2015,April,Wednesday,Early Morning,13,0,3,2,0
2015,April,Wednesday,Evening,109,0,23,5,0
2015,April,Wednesday,Late Afternoon,260,0,36,4,0
2015,April,Wednesday,Late Night,14,0,5,1,0
2015,April,Wednesday,Mid Morning,140,0,28,7,0
2015,April,Wednesday,Morning Rush,147,0,20,6,0
2015,April,Wednesday,Night,46,1,12,6,1
2015,August,Friday,Early Afternoon,175,0,17,1,0
2015,August,Friday,Early Morning,8,0,2,0,0
2015,August,Friday,Evening,125,0,22,4,0
2015,August,Friday,Late Afternoon,196,0,24,5,0
2015,August,Friday,Late Night,19,0,4,0,0
2015,August,Friday,Mid Morning,133,0,16,2,0
2015,August,Friday,Morning Rush,102,0,13,5,0
2015,August,Friday,Night,73,0,15,3,0
2015,August,Monday,Early Afternoon,147,1,26,5,1
2015,August,Monday,Early Morning,13,0,5,1,0
2015,August,Monday,Evening,111,0,23,1,0
2015,August,Monday,Late Afternoon,201,0,28,3,0
2015,August,Monday,Late Night,22,0,0,0,0
2015,August,Monday,Mid Morning,120,0,18,2,0
2015,August,Monday,Morning Rush,93,0,18,1,0
2015,August,Monday,Night,61,0,16,5,0
2015,August,Saturday,Early Afternoon,184,0,29,4,0
2015,August,Saturday,Early Morning,23,0,6,2,0
2015,August,Saturday,Evening,118,0,22,3,0
2015,August,Saturday,Late Afternoon,185,0,30,4,0
2015,August,Saturday,Late Night,45,0,4,2,0
2015,August,Saturday,Mid Morning,119,0,29,3,0
2015,August,Saturday,Morning Rush,31,0,9,1,0
2015,August,Saturday,Night,89,0,16,3,0
2015,August,Sunday,Early Afternoon,130,1,16,2,1
2015,August,Sunday,Early Morning,20,0,2,1,0
2015,August,Sunday,Evening,121,0,20,2,0
2015,August,Sunday,Late Afternoon,139,0,19,3,0
2015,August,Sunday,Late Night,48,1,12,4,1
2015,August,Sunday,Mid Morning,67,0,12,1,0
2015,August,Sunday,Morning Rush,19,0,8,1,0
2015,August,Sunday,Night,58,1,17,3,1
2015,August,Thursday,Early Afternoon,136,0,23,4,0
2015,August,Thursday,Early Morning,10,0,1,0,0
2015,August,Thursday,Evening,100,0,12,2,0
2015,August,Thursday,Late Afternoon,204,0,34,4,0
2015,August,Thursday,Late Night,13,0,4,1,0
2015,August,Thursday,Mid Morning,130,0,30,5,0
2015,August,Thursday,Morning Rush,94,0,11,2,0
2015,August,Thursday,Night,49,0,8,1,0
2015,August,Tuesday,Early Afternoon,164,0,22,5,0
2015,August,Tuesday,Early Morning,4,0,0,0,0
2015,August,Tuesday,Evening,127,0,23,6,0
2015,August,Tuesday,Late Afternoon,170,0,32,2,0
2015,August,Tuesday,Late Night,11,0,1,0,0
2015,August,Tuesday,Mid Morning,98,1,10,1,1
2015,August,Tuesday,Morning Rush,103,0,13,1,0
2015,August,Tuesday,Night,44,0,10,3,0
2015,August,Wednesday,Early Afternoon,124,0,18,4,0
2015,August,Wednesday,Early Morning,6,0,1,0,0
2015,August,Wednesday,Evening,113,0,12,2,0
2015,August,Wednesday,Late Afternoon,199,0,29,5,0
2015,August,Wednesday,Late Night,13,0,5,2,0
2015,August,Wednesday,Mid Morning,127,0,17,0,0
2015,August,Wednesday,Morning Rush,83,0,13,1,0
2015,August,Wednesday,Night,42,0,10,0,0
2015,December,Friday,Early Afternoon,140,0,20,4,0
2015,December,Friday,Early Morning,7,0,0,0,0
2015,December,Friday,Evening,107,0,15,4,0
2015,December,Friday,Late Afternoon,161,0,24,2,0
2015,December,Friday,Late Night,23,0,3,1,0
2015,December,Friday,Mid Morning,90,0,13,0,0
2015,December,Friday,Morning Rush,88,0,14,3,0
2015,December,Friday,Night,65,0,12,0,0
2015,December,Monday,Early Afternoon,136,0,17,5,0
2015,December,Monday,Early Morning,4,0,0,0,0
2015,December,Monday,Evening,185,0,37,7,0
2015,December,Monday,Late Afternoon,186,0,26,14,0
2015,December,Monday,Late Night,10,0,0,0,0
2015,December,Monday,Mid Morning,105,0,14,3,0
2015,December,Monday,Morning Rush,66,0,9,3,0
2015,December,Monday,Night,54,0,12,3,0
2015,December,Saturday,Early Afternoon,135,0,12,2,0
2015,December,Saturday,Early Morning,12,0,0,0,0
2015,December,Saturday,Evening,117,0,21,4,0
2015,December,Saturday,Late Afternoon,123,0,17,3,0
2015,December,Saturday,Late Night,27,0,8,2,0
2015,December,Saturday,Mid Morning,71,0,12,4,0
2015,December,Saturday,Morning Rush,17,0,1,0,0
2015,December,Saturday,Night,60,0,13,6,0
2015,December,Sunday,Early Afternoon,111,0,12,0,0
2015,December,Sunday,Early Morning,19,0,5,1,0
2015,December,Sunday,Evening,92,0,13,5,0
2015,December,Sunday,Late Afternoon,116,0,25,5,0
2015,December,Sunday,Late Night,39,0,9,0,0
2015,December,Sunday,Mid Morning,51,0,11,0,0
2015,December,Sunday,Morning Rush,10,0,4,1,0
2015,December,Sunday,Night,42,0,11,3,0
2015,December,Thursday,Early Afternoon,180,0,24,3,0
2015,December,Thursday,Early Morning,13,0,0,0,0
2015,December,Thursday,Evening,150,1,20,3,1
2015,December,Thursday,Late Afternoon,231,0,32,7,0
2015,December,Thursday,Late Night,25,0,2,0,0
2015,December,Thursday,Mid Morning,168,0,25,7,0
2015,December,Thursday,Morning Rush,113,0,15,3,0
2015,December,Thursday,Night,68,0,8,0,0
2015,December,Tuesday,Early Afternoon,168,0,23,4,0
2015,December,Tuesday,Early Morning,19,0,2,0,0
2015,December,Tuesday,Evening,173,0,28,13,0
2015,December,Tuesday,Late Afternoon,220,0,40,10,0
2015,December,Tuesday,Late Night,26,0,3,1,0
2015,December,Tuesday,Mid Morning,154,1,17,4,1
2015,December,Tuesday,Morning Rush,109,0,19,5,0
2015,December,Tuesday,Night,53,0,10,4,0
2015,December,Wednesday,Early Afternoon,165,1,26,10,1
2015,December,Wednesday,Early Morning,15,0,2,0,0
2015,December,Wednesday,Evening,181,0,33,9,0
2015,December,Wednesday,Late Afternoon,237,0,42,10,0
2015,December,Wednesday,Late Night,20,0,4,1,0
2015,December,Wednesday,Mid Morning,184,0,31,3,0
2015,December,Wednesday,Morning Rush,120,0,16,5,0
2015,December,Wednesday,Night,62,1,17,7,1
2015,February,Friday,Early Afternoon,193,0,24,3,0
2015,February,Friday,Early Morning,13,0,3,0,0
2015,February,Friday,Evening,148,0,24,7,0
2015,February,Friday,Late Afternoon,260,1,29,10,1
2015,February,Friday,Late Night,13,0,1,0,0
2015,February,Friday,Mid Morning,210,0,20,4,0
2015,February,Friday,Morning Rush,216,0,22,5,0
2015,February,Friday,Night,50,0,10,3,0
2015,February,Monday,Early Afternoon,163,0,17,3,0
2015,February,Monday,Early Morning,17,0,1,0,0
2015,February,Monday,Evening,99,0,12,0,0
2015,February,Monday,Late Afternoon,177,0,19,6,0
2015,February,Monday,Late Night,22,0,2,0,0
2015,February,Monday,Mid Morning,169,0,21,2,0
2015,February,Monday,Morning Rush,223,1,16,8,1
2015,February,Monday,Night,33,0,1,1,0
2015,February,Saturday,Early Afternoon,284,0,27,9,0
2015,February,Saturday,Early Morning,15,0,2,0,0
2015,February,Saturday,Evening,136,0,11,4,0
2015,February,Saturday,Late Afternoon,250,0,25,5,0
2015,February,Saturday,Late Night,48,0,9,2,0
2015,February,Saturday,Mid Morning,230,0,20,4,0
2015,February,Saturday,Morning Rush,42,0,7,0,0
2015,February,Saturday,Night,58,0,11,0,0
2015,February,Sunday,Early Afternoon,138,0,5,2,0
2015,February,Sunday,Early Morning,32,0,3,1,0
2015,February,Sunday,Evening,82,0,7,2,0
2015,February,Sunday,Late Afternoon,136,0,15,4,0
2015,February,Sunday,Late Night,33,0,7,0,0
2015,February,Sunday,Mid Morning,76,0,2,0,0
2015,February,Sunday,Morning Rush,21,0,1,1,0
2015,February,Sunday,Night,55,0,10,2,0
2015,February,Thursday,Early Afternoon,184,0,18,5,0
2015,February,Thursday,Early Morning,14,0,1,0,0
2015,February,Thursday,Evening,123,0,18,3,0
2015,February,Thursday,Late Afternoon,265,1,27,8,1
2015,February,Thursday,Late Night,14,0,2,0,0
2015,February,Thursday,Mid Morning,212,0,24,1,0
2015,February,Thursday,Morning Rush,219,0,25,6,0
2015,February,Thursday,Night,48,0,10,1,0
2015,February,Tuesday,Early Afternoon,159,0,18,7,0
2015,February,Tuesday,Early Morning,9,0,2,1,0
2015,February,Tuesday,Evening,111,0,20,9,0
2015,February,Tuesday,Late Afternoon,198,0,21,5,0
2015,February,Tuesday,Late Night,3,0,0,0,0
2015,February,Tuesday,Mid Morning,189,0,28,4,0
2015,February,Tuesday,Morning Rush,255,0,26,3,0
2015,February,Tuesday,Night,41,0,5,2,0
2015,February,Wednesday,Early Afternoon,160,0,18,4,0
2015,February,Wednesday,Early Morning,9,0,1,0,0
2015,February,Wednesday,Evening,149,0,20,7,0
2015,February,Wednesday,Late Afternoon,247,0,34,8,0
2015,February,Wednesday,Late Night,15,1,3,1,1
2015,February,Wednesday,Mid Morning,182,0,24,5,0
2015,February,Wednesday,Morning Rush,144,0,22,5,0
2015,February,Wednesday,Night,39,0,3,2,0
2015,January,Friday,Early Afternoon,212,0,30,10,0
2015,January,Friday,Early Morning,11,0,3,1,0
2015,January,Friday,Evening,173,0,24,9,0
2015,January,Friday,Late Afternoon,248,0,35,14,0
2015,January,Friday,Late Night,19,0,1,0,0
2015,January,Friday,Mid Morning,191,0,28,9,0
2015,January,Friday,Morning Rush,149,0,21,3,0
2015,January,Friday,Night,70,0,8,5,0
2015,January,Monday,Early Afternoon,125,0,6,2,0
2015,January,Monday,Early Morning,8,0,3,2,0
2015,January,Monday,Evening,114,0,22,3,0
2015,January,Monday,Late Afternoon,178,0,26,4,0
2015,January,Monday,Late Night,10,0,2,1,0
2015,January,Monday,Mid Morning,132,0,20,1,0
2015,January,Monday,Morning Rush,135,0,13,3,0
2015,January,Monday,Night,26,0,1,0,0
2015,January,Saturday,Early Afternoon,297,0,27,1,0
2015,January,Saturday,Early Morning,13,0,1,1,0
2015,January,Saturday,Evening,137,0,19,7,0
2015,January,Saturday,Late Afternoon,206,0,24,3,0
2015,January,Saturday,Late Night,31,0,5,3,0
2015,January,Saturday,Mid Morning,166,0,19,2,0
2015,January,Saturday,Morning Rush,26,0,3,1,0
2015,January,Saturday,Night,64,0,10,1,0
2015,January,Sunday,Early Afternoon,103,0,10,4,0
2015,January,Sunday,Early Morning,21,1,4,0,1
2015,January,Sunday,Evening,77,0,19,7,0
2015,January,Sunday,Late Afternoon,78,0,11,5,0
2015,January,Sunday,Late Night,26,0,5,0,0
2015,January,Sunday,Mid Morning,72,0,15,5,0
2015,January,Sunday,Morning Rush,13,1,7,4,1
2015,January,Sunday,Night,44,0,9,3,0
2015,January,Thursday,Early Afternoon,168,0,27,4,0
2015,January,Thursday,Early Morning,17,0,4,0,0
2015,January,Thursday,Evening,121,0,9,4,0
2015,January,Thursday,Late Afternoon,175,0,21,5,0
2015,January,Thursday,Late Night,20,0,3,0,0
2015,January,Thursday,Mid Morning,144,0,14,5,0
2015,January,Thursday,Morning Rush,167,0,24,10,0
2015,January,Thursday,Night,50,0,7,0,0
2015,January,Tuesday,Early Afternoon,162,0,19,6,0
2015,January,Tuesday,Early Morning,6,0,1,0,0
2015,January,Tuesday,Evening,100,0,14,2,0
2015,January,Tuesday,Late Afternoon,180,0,24,4,0
2015,January,Tuesday,Late Night,12,0,1,0,0
2015,January,Tuesday,Mid Morning,161,0,22,4,0
2015,January,Tuesday,Morning Rush,132,0,19,7,0
2015,January,Tuesday,Night,30,0,4,1,0
2015,January,Wednesday,Early Afternoon,142,0,15,1,0
2015,January,Wednesday,Early Morning,6,0,2,0,0
2015,January,Wednesday,Evening,121,0,22,4,0
2015,January,Wednesday,Late Afternoon,201,0,21,4,0
2015,January,Wednesday,Late Night,8,0,2,1,0
2015,January,Wednesday,Mid Morning,164,0,18,4,0
2015,January,Wednesday,Morning Rush,153,1,14,5,1
2015,January,Wednesday,Night,46,0,6,2,0
2015,July,Friday,Early Afternoon,237,0,34,7,0
2015,July,Friday,Early Morning,7,0,1,0,0
2015,July,Friday,Evening,141,0,28,2,0
2015,July,Friday,Late Afternoon,275,0,39,2,0
2015,July,Friday,Late Night,14,0,3,0,0
2015,July,Friday,Mid Morning,180,0,30,2,0
2015,July,Friday,Morning Rush,131,0,25,1,0
2015,July,Friday,Night,79,0,13,0,0
2015,July,Monday,Early Afternoon,158,0,26,3,0
2015,July,Monday,Early Morning,6,0,0,0,0
2015,July,Monday,Evening,95,0,17,1,0
2015,July,Monday,Late Afternoon,217,0,27,4,0
2015,July,Monday,Late Night,18,1,3,1,1
2015,July,Monday,Mid Morning,148,0,29,5,0
2015,July,Monday,Morning Rush,91,0,18,3,0
2015,July,Monday,Night,45,0,10,2,0
2015,July,Saturday,Early Afternoon,137,0,20,1,0
2015,July,Saturday,Early Morning,10,0,1,0,0
2015,July,Saturday,Evening,89,0,17,1,0
2015,July,Saturday,Late Afternoon,130,0,23,6,0
2015,July,Saturday,Late Night,26,0,4,0,0
2015,July,Saturday,Mid Morning,119,0,24,2,0
2015,July,Saturday,Morning Rush,32,0,14,0,0
2015,July,Saturday,Night,88,0,17,1,0
2015,July,Sunday,Early Afternoon,116,1,17,2,1
2015,July,Sunday,Early Morning,11,0,1,0,0
2015,July,Sunday,Evening,71,0,16,2,0
2015,July,Sunday,Late Afternoon,153,0,27,2,0
2015,July,Sunday,Late Night,37,0,10,3,0
2015,July,Sunday,Mid Morning,55,0,7,0,0
2015,July,Sunday,Morning Rush,15,0,2,0,0
2015,July,Sunday,Night,55,0,9,1,0
2015,July,Thursday,Early Afternoon,212,0,34,2,0
2015,July,Thursday,Early Morning,25,0,2,0,0
2015,July,Thursday,Evening,164,0,23,3,0
2015,July,Thursday,Late Afternoon,251,0,52,3,0
2015,July,Thursday,Late Night,17,0,1,0,0
2015,July,Thursday,Mid Morning,169,0,30,6,0
2015,July,Thursday,Morning Rush,142,0,19,4,0
2015,July,Thursday,Night,66,0,16,1,0
2015,July,Tuesday,Early Afternoon,170,0,32,3,0
2015,July,Tuesday,Early Morning,3,0,1,0,0
2015,July,Tuesday,Evening,152,0,35,4,0
2015,July,Tuesday,Late Afternoon,233,0,35,2,0
2015,July,Tuesday,Late Night,7,0,2,1,0
2015,July,Tuesday,Mid Morning,143,0,22,3,0
2015,July,Tuesday,Morning Rush,126,0,24,2,0
2015,July,Tuesday,Night,42,1,5,1,1
2015,July,Wednesday,Early Afternoon,212,0,28,2,0
2015,July,Wednesday,Early Morning,5,0,2,0,0
2015,July,Wednesday,Evening,154,0,32,0,0
2015,July,Wednesday,Late Afternoon,232,0,46,5,0
2015,July,Wednesday,Late Night,16,0,2,0,0
2015,July,Wednesday,Mid Morning,156,0,19,2,0
2015,July,Wednesday,Morning Rush,153,0,26,6,0
2015,July,Wednesday,Night,63,0,18,2,0
2015,June,Friday,Early Afternoon,157,0,28,2,0
2015,June,Friday,Early Morning,9,0,3,1,0
2015,June,Friday,Evening,130,0,26,3,0
2015,June,Friday,Late Afternoon,249,0,36,2,0
2015,June,Friday,Late Night,27,0,8,0,0
2015,June,Friday,Mid Morning,136,0,21,3,0
